UserId,ItemId,itemage,rating,predOP
7,480,0,3.5,0.45332485
8,757,0,3.0,0.37928623
8,755,0,3.5,0.30765438
8,753,1,3.5,0.29918829999999996
9,877,12,3.5,0.06659037599999999
9,335,19,3.5,0.10046909
9,16,19,1.5,0.40446776
9,774,12,3.0,0.29072988
9,927,6,2.5,0.15939678
9,731,16,1.5,0.040377215
10,73,1,3.5,0.3605909
10,983,0,3.5,0.36858377
10,486,2,4.0,0.20953625
10,25,2,4.5,0.33786488
10,985,0,3.5,0.23461436
11,734,9,4.0,0.04061164
11,877,5,5.0,0.070156485
12,1008,3,4.0,0.105260916
12,166,1,5.0,0.40289440000000004
12,1006,3,2.5,0.049426924000000004
12,3,5,4.5,0.17712122
13,470,0,3.0,0.57003015
13,13,0,3.0,0.4863429
13,467,0,4.0,0.35873309999999997
13,20,0,4.0,0.6868519000000001
13,26,0,3.5,0.6768684
13,621,0,3.5,0.6179744
13,1023,0,3.0,0.14471193
13,656,0,3.5,0.27271825
14,81,19,3.0,0.13390017
14,73,19,3.5,0.24234748
14,1030,19,3.0,0.14453372
15,232,17,4.0,0.28211775
15,68,16,3.5,0.19384146
15,753,11,4.0,0.25176220000000005
15,401,14,3.5,0.16991654
16,971,15,3.0,0.023490248
16,42,14,4.0,0.15046926
16,237,4,4.0,0.16879061
16,444,9,4.0,0.21161139
16,774,7,4.5,0.23502652
16,192,11,4.5,0.2873044
16,3,15,4.0,0.13109349
17,899,8,3.5,0.11196039
17,244,5,4.0,0.5018727
17,34,19,4.0,0.35489836
17,253,1,4.0,0.2667452
17,1066,3,4.0,0.23516992
17,753,14,4.0,0.2879397
17,1271,8,4.5,0.08375727
17,1267,8,3.5,0.037084285
17,1283,7,2.5,0.06755750599999999
17,806,10,4.0,0.13242220000000002
17,730,17,3.0,0.09056737
17,915,6,4.5,0.27040187
17,1287,7,3.5,0.030573773999999998
17,239,7,4.0,0.06853747
17,1351,2,4.0,0.038139507
17,756,13,3.5,0.14551708
17,457,14,4.0,0.12634698
17,1074,1,4.0,0.11271959
17,490,19,3.5,0.07837291
18,1578,0,3.0,0.019275988
18,1716,0,2.5,0.27236697
18,1101,3,3.5,0.23544285
18,136,0,2.0,0.19588113
18,1013,0,2.5,0.17988096
18,228,0,3.0,0.32978886
18,1014,0,3.0,0.22694944
18,75,3,3.5,0.30545443
18,292,4,3.5,0.21715474
18,123,0,2.5,0.1994305
18,171,1,2.5,0.33606514
18,1156,4,2.0,0.09585689
18,125,0,2.5,0.33301845
18,76,3,3.5,0.21517192
18,83,3,3.5,0.14375569
18,1562,0,2.5,0.08406202
18,1643,0,2.0,0.10675082
18,378,1,3.0,0.27319995
18,1686,0,3.0,0.17727372
18,1608,1,3.5,0.26991144
18,1503,0,3.0,0.19459133
18,127,0,3.0,0.20564187
18,1682,0,3.0,0.13849126
18,208,0,3.0,0.24164774
18,1563,0,2.5,0.21555755
18,1565,0,2.5,0.09436445
18,215,0,2.5,0.22751981
18,1564,0,2.5,0.18097955
18,1571,0,3.0,0.22877544
18,425,0,2.0,0.14449902
18,670,4,2.5,0.19547063
18,18,4,3.0,0.0697212
18,1602,0,2.5,0.1225875
18,314,4,2.5,0.09885336
18,1508,0,2.0,0.107017614
18,480,4,3.0,0.18300708
18,1603,0,2.0,0.07608939
18,472,4,2.5,0.258231
18,1598,0,2.5,0.15922673
18,464,4,2.0,0.20566201
19,436,2,4.0,0.23130589999999998
19,1856,0,4.0,0.12943846
19,744,2,5.0,0.22035185
19,1186,2,4.5,0.18508814
19,450,1,4.5,0.16377844
19,756,1,3.5,0.26228824
19,1843,0,4.0,0.11563838
19,1824,1,4.0,0.12816960000000002
19,1850,0,4.5,0.19942236
19,323,7,4.0,0.11851472
19,1600,3,3.5,0.18456736
19,460,7,3.5,0.118287995
19,597,7,3.5,0.08136569
20,1208,10,3.0,0.094763696
20,956,0,4.5,0.08468719
20,1072,0,5.0,0.20250969
20,960,0,3.5,0.07638217
20,959,0,4.0,0.18905652
20,886,10,4.0,0.06919206
20,20,18,3.0,0.26424608
20,89,17,4.0,0.12821409
20,26,18,3.0,0.13081636
20,987,16,3.5,0.1352352
20,1340,0,4.0,0.094489306
20,1250,8,3.0,0.129473
20,774,11,4.0,0.32689807
20,179,15,3.5,0.06887289
20,770,11,4.5,0.21222283
20,927,4,3.5,0.117694244
20,253,0,4.0,0.5729365
20,1361,0,3.5,0.39528462
20,1895,8,3.5,0.029681122
20,399,15,2.5,0.08816464
20,1327,4,4.0,0.15553461
20,1990,0,3.0,0.17743506
20,251,2,3.5,0.27341509999999997
21,1060,0,2.5,0.28684765
21,2049,5,2.5,0.068930484
22,62,7,4.0,0.1787714
22,794,0,3.5,0.3848124
22,71,7,4.0,0.18489745
23,2121,15,2.0,0.019995017
23,249,3,4.5,0.30151153
23,1084,0,4.0,0.40110242
24,764,15,4.5,0.25944573
24,28,19,4.5,0.30333576
24,2137,0,3.5,0.13702074
24,249,6,5.0,0.18424053
24,2135,0,4.0,0.37599668
24,1361,3,4.0,0.22121227
25,472,0,3.5,0.68294334
25,25,0,3.5,0.6505291
25,633,0,3.0,0.56262535
25,34,0,3.5,0.5512412
25,549,0,3.0,0.49203902
25,539,0,3.0,0.545385
25,486,0,3.5,0.50774586
25,469,0,3.0,0.45536570000000004
25,3,0,3.5,0.4699325
26,73,3,4.0,0.42654659999999994
26,323,4,4.0,0.17130727
26,2146,3,3.0,0.28364313
26,68,3,4.0,0.37940547
26,726,2,3.0,0.16804703
26,1783,0,4.5,0.09365880000000001
27,1124,6,3.0,0.16854781
27,2252,1,4.0,0.007839828
27,16,12,3.5,0.29393843
27,774,5,3.0,0.24625188
27,621,12,3.0,0.14477939999999997
27,1240,3,3.0,0.050317935999999994
27,757,6,3.0,0.106377006
27,1057,0,3.5,0.18313268
27,401,9,3.0,0.19290607
27,1283,0,3.0,0.19832155
27,2372,0,3.0,0.03197082
27,2129,0,3.5,0.16793446
27,2285,3,3.5,0.11626199999999999
27,743,8,3.0,0.04024228
27,898,2,2.5,0.06374014
28,975,13,3.0,0.008711779499999999
28,2398,11,3.0,0.02056784
28,232,15,4.5,0.20556276
29,774,13,4.5,0.2923426
29,244,6,4.5,0.39194652
29,1081,1,4.5,0.27606195
30,491,0,3.0,0.26479400000000003
30,495,0,3.0,0.34033406
30,484,0,3.5,0.33036146
30,60,0,3.0,0.55491316
30,705,0,3.0,0.28649798
30,322,0,4.0,0.63107574
30,604,0,3.5,0.48852235
30,621,0,4.0,0.6179744
30,68,0,4.0,0.30225688
31,41,0,3.0,0.49129018
31,524,0,4.0,0.4281696
31,292,0,4.0,0.49296359999999995
31,40,0,3.5,0.32956940000000007
31,60,0,4.0,0.55491316
31,484,0,3.5,0.33036146
31,1476,0,3.5,0.15483914
31,2428,0,3.5,0.18137763
31,291,0,3.5,0.36829337
31,33,0,3.5,0.7701307
31,310,0,4.0,0.09928453
31,464,0,3.5,0.5915855
31,321,0,4.0,0.43824300000000005
32,4,3,5.0,0.25140202
32,391,0,5.0,0.23403859
32,166,0,4.0,0.48643395
32,987,1,3.5,0.2602911
32,976,2,3.5,0.082126595
32,378,1,4.5,0.27319995
32,469,3,3.5,0.10123343
32,1114,0,4.0,0.26624699999999996
33,166,7,4.5,0.34183162
33,1181,7,2.5,0.047359116
33,1796,6,3.5,0.11074782
33,170,7,3.5,0.12012977
33,816,0,4.0,0.27938253
33,478,10,3.5,0.20981482
34,33,0,3.5,0.7701307
34,291,0,3.5,0.36829337
34,469,0,3.5,0.45536570000000004
34,539,0,3.0,0.545385
35,63,7,3.0,0.0780687
35,754,2,3.0,0.23214434
36,472,0,3.5,0.68294334
36,464,0,3.5,0.5915855
36,470,0,4.0,0.57003015
36,19,0,4.0,0.5749571
36,13,0,4.0,0.4863429
36,599,0,4.5,0.50210804
36,587,0,4.0,0.5260391
37,32,0,3.5,0.65760076
37,16,0,3.5,0.70356697
37,322,0,3.0,0.63107574
37,464,0,3.0,0.5915855
37,25,0,3.0,0.6505291
37,323,0,3.5,0.46396229999999994
37,232,0,3.5,0.6068924
37,549,0,2.5,0.49203902
37,465,0,3.0,0.5308689999999999
37,638,0,3.0,0.59464973
37,7,0,3.5,0.64350414
37,621,0,3.5,0.6179744
37,467,0,3.0,0.35873309999999997
37,608,0,3.0,0.33230966
37,487,0,3.5,0.28990229999999995
37,314,0,3.0,0.21977644
38,164,1,4.5,0.17982556
38,65,3,4.5,0.25707382
38,228,0,3.5,0.32978886
38,83,3,4.5,0.14375569
38,478,4,4.0,0.2936647
38,184,1,4.5,0.29880193
38,1136,3,4.0,0.25361910000000004
38,2145,3,4.0,0.09184528
39,33,0,3.5,0.7701307
39,470,0,3.5,0.57003015
39,531,0,4.0,0.58057034
39,604,0,3.5,0.48852235
39,7,0,4.5,0.64350414
39,560,0,3.5,0.28798717
39,492,0,3.0,0.2418741
39,2423,0,3.5,0.11299545
39,25,0,4.0,0.6505291
40,16,19,4.0,0.40446776
40,34,19,3.0,0.35489836
40,108,17,3.5,0.13184452
40,336,19,1.5,0.039320773999999996
40,234,12,3.5,0.17285919
40,249,3,3.5,0.30151153
40,765,13,3.5,0.15303946
40,2535,1,2.5,0.05046822
40,2542,0,3.0,0.10742692
40,791,11,4.0,0.021860947999999998
41,1796,0,3.5,0.25832975
41,74,4,4.5,0.16351487
41,166,2,3.5,0.3322125
41,1033,1,3.5,0.09944079
41,103,3,4.0,0.1922054
41,719,4,4.0,0.040614426
41,568,5,3.5,0.031031074
41,1874,0,2.5,0.09321486
41,1140,1,4.0,0.15562
41,404,1,4.5,0.19781807
41,1166,4,3.5,0.0981002
42,322,0,4.5,0.63107574
42,25,0,4.5,0.6505291
42,464,0,4.5,0.5915855
42,323,0,5.0,0.46396229999999994
42,19,0,4.5,0.5749571
42,13,0,4.5,0.4863429
42,633,0,4.5,0.56262535
42,587,0,4.5,0.5260391
42,7,0,5.0,0.64350414
42,465,0,4.5,0.5308689999999999
42,604,0,4.5,0.48852235
42,27,0,5.0,0.48742378
42,3,0,4.5,0.4699325
42,480,0,5.0,0.45332485
42,608,0,4.5,0.33230966
42,515,0,4.5,0.4521713
42,527,0,4.5,0.20072332
42,483,0,4.5,0.26369622
42,661,0,4.5,0.11734011
42,484,0,4.5,0.33036146
42,60,0,4.5,0.55491316
42,1430,0,4.5,0.31218573
43,1,0,3.5,0.29908818
43,40,1,4.5,0.19667919
43,461,1,4.0,0.15072703
43,39,1,2.0,0.08954588
43,2658,0,4.0,0.17359325
43,2173,0,3.5,0.20124526
43,73,0,5.0,0.4649356
44,271,0,4.0,0.3086235
44,1136,3,4.5,0.25361910000000004
44,1455,2,3.5,0.115907595
44,478,3,4.0,0.29809177
44,472,3,4.5,0.26485515
44,417,0,4.0,0.27046707
44,40,3,4.0,0.16236657
44,194,0,4.0,0.37361377
44,159,0,3.5,0.27131528
44,835,1,4.0,0.16232027
44,1468,3,4.0,0.13191170000000002
44,1496,0,3.5,0.19128914
44,1699,0,3.0,0.28008
44,0,3,4.0,0.29651245
44,365,1,4.0,0.21792668
44,108,1,4.0,0.16441894
44,597,3,3.5,0.10001985
44,1711,0,4.0,0.23924764
44,401,0,4.5,0.41208562
44,200,0,4.0,0.23087087
44,431,0,4.0,0.3673816
44,353,4,4.5,0.12091301
44,752,0,4.5,0.3228187
44,2510,1,3.0,0.055243965
44,2582,2,4.0,0.049802504000000004
44,847,0,3.0,0.22996043
44,761,0,3.5,0.2920045
45,33,0,3.5,0.7701307
45,32,0,4.5,0.65760076
45,531,0,4.0,0.58057034
45,232,0,4.5,0.6068924
45,604,0,4.0,0.48852235
45,633,0,3.5,0.56262535
45,0,0,4.5,0.43540746
45,549,0,3.5,0.49203902
45,539,0,3.5,0.545385
45,292,0,4.0,0.49296359999999995
46,203,17,4.0,0.114941664
46,1952,2,2.5,0.071100846
47,182,5,4.0,0.12830104
47,1026,9,3.0,0.046308175
47,751,3,4.0,0.26264507
47,1165,8,3.5,0.08370019
48,232,19,4.5,0.4682557
48,20,19,4.0,0.46324718
48,7,19,4.0,0.24362837
49,987,19,2.5,0.17641254
49,1134,19,3.0,0.1745577
49,20,19,3.5,0.46324718
49,61,19,3.0,0.08384224
49,779,13,2.5,0.16334826
49,342,19,3.0,0.06224964
49,1915,8,2.5,0.13189611
49,1296,8,2.0,0.13452429
49,1053,10,2.5,0.09844956
49,950,5,3.0,0.13627823
49,2771,15,2.0,0.04811563
49,2175,19,2.5,0.021237249
49,1378,1,3.5,0.13064119
49,1372,1,3.5,0.100694835
49,2796,0,3.0,0.033437002
49,1394,0,2.0,0.11221027
49,1117,17,3.5,0.04975692
50,1190,7,4.0,0.09168782
50,742,7,3.0,0.060957193
50,116,9,4.5,0.028676907
50,1451,12,4.0,0.047557376
50,1046,4,4.0,0.07134034
50,1281,0,4.0,0.25190460000000003
50,2930,8,3.0,0.0029662775
50,869,6,4.5,0.05138782
51,950,3,4.5,0.183258
51,1366,0,4.5,0.21310493
51,20,19,4.0,0.46324718
51,391,17,5.0,0.108894184
52,707,12,4.5,0.022772538
53,33,0,3.0,0.7701307
53,32,0,3.5,0.65760076
53,322,0,3.0,0.63107574
53,25,0,3.5,0.6505291
53,20,0,3.5,0.6868519000000001
53,3,0,3.0,0.4699325
55,16,0,4.5,0.70356697
55,531,0,4.0,0.58057034
55,465,0,3.5,0.5308689999999999
55,25,0,4.5,0.6505291
55,473,0,3.5,0.35941944
55,26,0,4.0,0.6768684
56,1027,3,4.5,0.30634683
56,333,3,4.0,0.17998053
56,1110,3,4.0,0.11438288
56,0,4,3.5,0.26574674
56,1094,3,4.0,0.2780684
56,335,3,4.0,0.17408136
56,34,4,4.5,0.3789687
56,401,0,4.5,0.41208562
56,25,4,4.0,0.29474413
56,81,3,4.0,0.31478540000000005
56,1563,0,3.0,0.21555755
56,399,0,3.5,0.28189924
56,134,0,3.0,0.27515155
56,216,0,3.5,0.16068521
56,15,3,4.5,0.47255164
56,40,4,3.5,0.18235839999999998
56,26,4,3.5,0.3189593
56,154,0,3.0,0.3652083
56,159,0,3.0,0.27131528
56,1180,0,3.5,0.25056615
56,1609,0,4.0,0.27146032
56,1468,3,2.5,0.13191170000000002
56,1869,0,3.0,0.20555957
56,125,0,3.0,0.33301845
56,1028,3,4.0,0.27956570000000003
56,7,4,4.0,0.35340685
56,42,4,3.0,0.29050437
56,313,4,4.0,0.15523824
56,1140,0,4.0,0.35277632
56,115,0,4.0,0.23794974
56,149,0,3.0,0.25596187
57,16,0,4.5,0.70356697
57,25,0,4.5,0.6505291
57,531,0,4.5,0.58057034
57,322,0,4.5,0.63107574
57,539,0,3.5,0.545385
57,584,0,3.5,0.40196323
57,27,0,4.0,0.48742378
57,28,0,4.5,0.40945333
57,292,0,4.0,0.49296359999999995
57,467,0,4.0,0.35873309999999997
57,636,0,4.0,0.320237
57,634,0,3.0,0.25672522
57,41,0,3.5,0.49129018
57,524,0,4.0,0.4281696
57,540,0,3.5,0.19448864
57,466,0,4.0,0.22368905
57,971,0,2.5,0.13679737
57,18,0,4.0,0.16944472
57,37,0,3.5,0.47871837
57,483,0,3.0,0.26369622
58,215,0,3.5,0.22751981
58,121,1,4.5,0.44129106
58,727,2,4.5,0.24521336
58,402,0,4.5,0.22560976
58,37,3,3.5,0.23918161
58,1094,3,5.0,0.2780684
58,1437,2,4.5,0.12609226
59,210,13,4.5,0.022050092
60,234,2,4.0,0.19473432
61,34,19,4.0,0.35489836
61,1136,19,4.5,0.17170003
61,764,15,4.5,0.25944573
61,744,16,4.0,0.2250576
61,244,7,4.5,0.3762402
61,253,3,4.5,0.23574154
61,277,17,5.0,0.12292124
61,588,19,5.0,0.18959753
61,779,13,4.5,0.16334826
61,219,17,5.0,0.19254592
61,1077,3,4.5,0.2114328
61,827,19,3.0,0.11527277
61,1392,0,4.5,0.33508109999999997
61,1362,3,4.0,0.10343364
61,1055,9,5.0,0.20927712
61,1815,16,3.0,0.036137734
61,1226,13,3.5,0.0758652
61,20,19,4.5,0.46324718
61,1236,12,3.5,0.086597435
61,1261,11,4.0,0.042988202999999996
61,89,19,5.0,0.16625047
62,85,18,3.0,0.1656964
62,15,19,4.5,0.40179929999999997
62,1052,8,4.0,0.15151076
62,588,19,4.0,0.18959753
62,1027,18,4.0,0.18837959
62,774,11,3.5,0.32689807
62,359,18,4.0,0.045974493
62,809,10,3.0,0.17684776
62,756,13,2.5,0.14551708
62,764,12,4.0,0.30009790000000003
62,16,19,3.5,0.40446776
62,33,19,3.5,0.08727711
62,27,19,3.0,0.11721735
63,73,9,3.5,0.19877468
63,1047,2,4.5,0.24416006
63,0,10,4.0,0.16086997
63,621,10,3.5,0.16561176
63,81,9,4.0,0.15237775
63,84,9,3.5,0.13062067
63,323,10,4.5,0.123176366
63,232,10,4.5,0.23903944
63,27,10,3.0,0.1272507
63,75,9,4.0,0.14802185
63,1021,5,4.0,0.12739527
63,2285,1,4.0,0.13842349
63,2047,2,4.0,0.10202451
63,791,1,4.0,0.09270167
63,235,2,4.0,0.10112217
63,1159,10,4.5,0.13017212
63,2265,1,4.0,0.16231525
63,165,7,4.0,0.09002547
63,1246,0,3.5,0.28206
63,1099,9,4.0,0.056117114
63,2232,3,3.5,0.05321209
63,1025,10,3.0,0.05015683
63,540,10,2.5,0.038164742
64,774,13,4.0,0.2923426
64,1250,11,3.5,0.13299489999999997
64,1271,9,4.5,0.08071768
65,1178,4,5.0,0.16865923
65,192,4,5.0,0.28184506
65,835,6,4.5,0.114436835
65,764,1,4.0,0.31098706
65,25,8,4.5,0.14964469
65,180,4,4.0,0.16508591
65,1094,7,5.0,0.14210218
65,2250,0,4.5,0.22525151
65,1515,5,4.5,0.06375179
65,794,0,4.5,0.3848124
65,2156,5,5.0,0.016848673999999998
65,44,7,4.5,0.16545698
65,759,2,2.5,0.12883425
65,1209,1,4.5,0.15416361
66,166,18,4.0,0.3089362
66,875,14,4.0,0.17770748
66,774,13,4.0,0.2923426
67,20,10,3.5,0.24933207
67,166,7,4.0,0.34183162
67,774,2,3.5,0.31332806
67,68,9,3.0,0.20637546
67,470,10,2.5,0.13759777
67,184,6,3.5,0.21644263
67,69,9,3.0,0.15178181
67,1179,6,3.5,0.1265982
67,178,6,3.0,0.10353932
67,492,10,2.5,0.07295419
67,62,9,3.0,0.1493989
67,781,2,3.5,0.085520804
67,2627,5,3.0,0.03713994
67,1484,9,2.5,0.09519989999999999
67,1890,1,4.0,0.060110405
67,3268,2,3.5,0.05209578
67,1839,4,3.5,0.06532402
67,2510,6,2.5,0.033384923
67,820,0,3.5,0.19494164
67,3385,0,3.0,0.07474405
67,1052,0,3.5,0.28313947
67,1904,0,3.0,0.23471048
67,1132,0,3.5,0.26389503
67,1269,0,3.5,0.400493
67,1274,0,3.5,0.17983970000000002
67,1268,0,3.5,0.33514479999999996
67,902,0,4.0,0.30579102
67,2058,0,3.0,0.40894246
67,903,0,3.0,0.37028524
67,224,8,3.0,0.03176484
67,1711,8,3.0,0.019664694
67,3434,0,3.0,0.05712406
67,2360,0,3.0,0.04132655
67,797,4,3.0,0.07139103
67,3443,0,2.5,0.0897505
67,2065,0,3.5,0.19712073
67,3448,0,3.0,0.047326705999999996
67,1569,10,2.5,0.02147697
67,2985,2,3.5,0.036906675
67,1059,0,3.5,0.21222036
67,310,13,2.0,0.019326365
67,1499,12,2.5,0.020245844
68,68,5,4.5,0.26930472
68,3496,0,2.5,0.07407707
68,101,4,4.0,0.25691816
69,972,16,2.0,0.014494995
69,232,16,5.0,0.26395798
69,28,16,4.5,0.18387276
70,60,0,3.5,0.55491316
70,73,0,4.0,0.4649356
70,509,0,4.5,0.10757352
70,1167,0,3.0,0.33539507
71,1136,11,4.0,0.123859376
71,20,12,3.5,0.2912634
71,42,12,3.0,0.1955594
72,1088,0,4.0,0.295548
72,15,19,4.5,0.40179929999999997
72,2020,0,3.5,0.14292501
72,1282,7,4.0,0.13831957
72,252,2,4.0,0.22771445
72,3484,4,3.5,0.045600634
72,1831,14,4.5,0.07160749
72,184,16,3.5,0.17951344
72,251,3,4.5,0.1990461
73,444,6,5.0,0.23724768
73,1220,4,4.0,0.035400275
73,71,11,5.0,0.14110562
73,895,1,3.5,0.054768915999999994
75,0,19,2.5,0.23447347
75,15,18,3.5,0.30237415
75,244,5,3.0,0.5018727
75,2057,7,4.0,0.09356503
75,242,5,4.0,0.20756167
75,243,4,3.5,0.037146162
75,770,12,2.5,0.1948243
75,728,16,3.5,0.13709798
75,774,11,3.0,0.32689807
75,875,12,2.5,0.19359866
76,68,19,4.0,0.28072533
76,70,19,4.0,0.30702987
77,81,12,4.5,0.13120973
77,16,13,3.0,0.24818899
77,36,13,2.5,0.15956669
78,3612,0,4.0,0.06467821
78,166,1,4.5,0.40289440000000004
78,25,4,5.0,0.29474413
78,727,3,5.0,0.17567402
78,73,3,4.5,0.42654659999999994
79,166,14,4.5,0.31918934
79,1060,4,4.5,0.11946439
79,37,17,3.5,0.11068201
79,926,3,4.0,0.18038765
79,756,11,4.0,0.12753074
80,531,0,3.0,0.58057034
80,464,0,2.5,0.5915855
80,25,0,2.5,0.6505291
80,13,0,2.0,0.4863429
80,549,0,2.5,0.49203902
81,73,7,4.0,0.23595697
81,774,0,4.0,0.45859748
81,224,3,4.0,0.066766195
81,875,0,3.5,0.35564178
81,1206,0,3.5,0.23233692
81,3658,0,4.0,0.11708408
81,0,8,3.0,0.17835914
81,42,7,3.5,0.20564902
81,460,8,3.0,0.11169175
81,486,8,4.0,0.11595593
81,101,6,4.0,0.19738556
82,822,5,3.0,0.00715769
83,524,0,3.5,0.4281696
83,1430,0,3.0,0.31218573
83,34,0,4.0,0.5512412
83,20,0,4.0,0.6868519000000001
83,15,0,4.5,0.33769828
83,463,0,4.0,0.7098399999999999
83,1134,0,3.5,0.22469626
83,3684,0,3.0,0.05303666
83,556,0,3.5,0.19755666
83,638,0,3.5,0.59464973
83,608,0,3.5,0.33230966
83,32,0,4.0,0.65760076
83,604,0,3.5,0.48852235
83,557,0,3.5,0.42052399999999995
83,560,0,3.0,0.28798717
83,44,0,3.5,0.27713516
83,1138,0,4.0,0.23736358
83,531,0,3.5,0.58057034
83,3706,0,3.5,0.12835747
83,2396,0,4.0,0.19600663
83,231,0,4.0,0.1750958
83,2146,0,3.5,0.31250290000000003
84,1514,0,3.5,0.32621068
85,1113,13,4.5,0.017556343000000002
85,238,4,4.5,0.25713372
85,244,2,4.0,0.40414190000000005
85,809,7,5.0,0.16681491
87,4,15,4.0,0.17268449
87,1101,15,4.0,0.1618175
87,244,1,4.0,0.3393406
87,1205,8,4.0,0.069983214
88,1247,12,2.0,0.049235012
88,744,16,2.5,0.2250576
88,1186,17,3.0,0.06906033
88,273,19,2.0,0.048984528
88,1282,9,3.0,0.10591594
88,884,13,2.5,0.042133477
88,1484,19,2.5,0.07206712
88,4023,0,3.5,0.029988755
88,3974,0,3.0,0.041133072
88,1845,15,2.5,0.0148745105
88,3978,0,4.0,0.03185093
89,292,0,4.5,0.49296359999999995
89,36,0,5.0,0.27823058
89,348,0,4.5,0.24472162
90,730,6,3.5,0.14690056
90,76,8,4.0,0.10772222
90,187,5,4.0,0.07872133
90,322,9,3.0,0.12093077599999999
90,292,8,4.5,0.17189495
90,771,1,3.5,0.13922675
90,1047,0,4.0,0.3707857
90,1202,2,3.5,0.07927639
90,178,5,3.5,0.12312013
90,94,8,3.5,0.048302718
90,752,3,4.0,0.1660013
90,10,8,4.0,0.067526944
90,1029,7,3.0,0.040737834
90,166,5,4.5,0.33094629999999997
90,431,4,3.5,0.17382458
90,3264,0,3.0,0.06259329599999999
90,1093,8,3.0,0.1216404
90,2426,8,3.0,0.050957743
90,31,9,2.5,0.043581992
90,332,8,4.0,0.11674614
90,170,5,3.5,0.1280019
90,436,4,4.0,0.18445617
90,1010,5,4.0,0.053868405999999994
90,2582,5,3.5,0.0222935
90,2997,5,3.5,0.038767643
92,101,2,4.5,0.36611614
92,378,1,4.0,0.27319995
92,0,3,4.5,0.29651245
92,84,3,4.0,0.22374974
92,1496,0,4.0,0.19128914
93,472,0,3.0,0.68294334
93,470,0,3.0,0.57003015
93,464,0,2.5,0.5915855
93,531,0,3.0,0.58057034
93,584,0,2.5,0.40196323
93,471,0,3.0,0.54207814
93,621,0,3.0,0.6179744
93,557,0,3.0,0.42052399999999995
93,1413,0,2.5,0.28686409999999996
93,480,0,3.0,0.45332485
94,2696,0,4.0,0.11527544
94,144,3,4.0,0.08057586
94,36,7,4.5,0.1512199
94,769,0,3.0,0.24320062
95,73,3,4.5,0.42654659999999994
95,360,3,4.0,0.22122361
95,26,4,4.5,0.3189593
95,190,0,3.5,0.19404145
95,0,4,4.5,0.26574674
95,2070,4,5.0,0.03998378
95,180,0,4.5,0.3935652
96,1101,6,4.0,0.1779986
97,253,3,4.0,0.23574154
97,1283,10,2.5,0.062379844000000004
97,34,19,4.5,0.35489836
97,1134,19,3.5,0.1745577
98,633,0,3.5,0.56262535
